id,Name,Price,Rating,Reviews,Mileage,Location,Price_change,Deals,Model
2424,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2425,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
2426,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2427,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
2428,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
2429,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
2430,2021 Mercedes-Benz AMG GT 43 Base,69428,4.7,1538,36896,"North Olmsted, OH",2995,Fair Deal,Mercedes-Benz Certified
2431,2019 Toyota Tacoma TRD Off Road,32694,4.8,2641,25898,"Westbury, NY",0,Good Deal,Toyota Certified
2432,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
2433,2023 Cadillac CT5-V V-Series,55086,4.5,273,1315,"Henderson, NV",2213,Great Deal,Cadillac Certified
2434,2021 Hyundai Palisade Limited,33567,4.3,527,48286,"Gastonia, NC",1333,Great Deal,Hyundai Certified
2435,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
2436,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2437,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2438,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2439,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2440,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2441,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2442,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2443,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2444,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2445,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2446,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2447,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2448,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2449,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2450,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2451,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2452,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2453,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2454,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2455,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2456,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2457,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2458,2023 Toyota 4Runner SR5 Premium,38995,4.9,2440,26924,"Inver Grove Heights, MN",2000,Great Deal,Toyota Certified
2459,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2460,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2461,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2462,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2463,2022 Porsche Macan Base,51881,4.9,3305,9556,"Riverside, CA",2000,Great Deal,Porsche Certified
2464,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2465,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2466,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2467,2021 Nissan Armada SV,26977,4.7,486,65208,"Surprise, AZ",500,Good Deal,Nissan Certified
2468,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2469,2020 Porsche 911 Carrera,108900,4.5,363,12205,"Chandler, AZ",400,Great Deal,Porsche Certified
2470,2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,51977,4.1,77,27873,"Madison, WI",1995,Good Deal,Volvo Certified
2471,2023 Porsche Macan T,62900,4.5,363,6639,"Chandler, AZ",600,Good Deal,Porsche Certified
2472,2021 Mercedes-Benz AMG GT 43 Base,69428,4.7,1538,36896,"North Olmsted, OH",2995,Fair Deal,Mercedes-Benz Certified
2473,2019 Toyota Tacoma TRD Off Road,32694,4.8,2641,25898,"Westbury, NY",0,Good Deal,Toyota Certified
2474,2020 Volvo V60 T5 Momentum,29990,4.9,625,28961,"Miami, FL",0,Good Deal,Volvo Certified
2475,2023 Cadillac CT5-V V-Series,55086,4.5,273,1315,"Henderson, NV",2213,Great Deal,Cadillac Certified
2476,2021 Hyundai Palisade Limited,33567,4.3,527,48286,"Gastonia, NC",1333,Great Deal,Hyundai Certified
2477,2021 Volkswagen Atlas 2.0T SE,24360,4.9,504,55018,"North Haven, CT",593,Great Deal,Volkswagen Certified
2478,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2479,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2480,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2481,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2482,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2483,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2484,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2485,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2486,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2487,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2488,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2489,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2490,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2491,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2492,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2493,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2494,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2495,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2496,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2497,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2498,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2499,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2500,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2501,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2502,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2503,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2504,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
2505,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
2506,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2507,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
2508,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
2509,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2510,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2511,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2512,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
2513,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
2514,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
2515,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
2516,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
2517,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2518,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2519,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2520,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2521,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2522,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2523,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2524,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2525,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2526,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2527,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2528,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2529,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2530,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2531,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2532,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2533,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2534,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2535,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2536,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2537,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2538,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2539,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2540,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2541,2020 Acura ILX Premium & A-SPEC Packages,25491,4.8,239,21362,"Chamblee, GA",500,Good Deal,Acura Certified
2542,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2543,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2544,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2545,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2546,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
2547,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
2548,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2549,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
2550,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
2551,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2552,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2553,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2554,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
2555,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
2556,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
2557,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
2558,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
2559,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2560,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2561,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2562,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2563,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2564,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2565,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2566,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2567,2014 Porsche Cayman Base,45500,4.9,841,15209,"Westmont, IL",1500,Great Deal,Porsche Certified
2568,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2569,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2570,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2571,2023 BMW X6 xDrive40i,63426,4.2,881,19168,"Nashua, NH",769,Great Deal,BMW Certified
2572,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2573,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2574,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2575,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2576,2021 Mercedes-Benz AMG GLE 53 Base,71988,4.8,747,36093,"Tiverton, RI",2000,Good Deal,Mercedes-Benz Certified
2577,2023 Subaru Ascent Touring 7-Passenger,42404,0,20,4336,"Brockport, NY",300,Good Deal,Subaru Certified
2578,2020 BMW i8 Base,98995,4.4,545,13577,"Los Angeles, CA",1000,Fair Deal,BMW Certified
2579,2020 Toyota Tacoma SR,31647,4.7,1145,28271,"Milford, MA",331,Good Deal,Toyota Certified
2580,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2581,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2582,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2583,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2584,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
2585,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2586,2020 BMW X7 xDrive50i,57987,4.7,1430,33726,"Norwood, MA",1500,Great Deal,BMW Certified
2587,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2588,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
2589,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2590,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2591,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2592,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
2593,2021 Jeep Wrangler Unlimited Sahara Altitude,42500,4.6,4510,30129,"Nanuet, NY",200,Fair Deal,Jeep Certified
2594,2022 Toyota 4Runner SR5,34698,4.6,4388,45158,"Centennial, CO",0,Great Deal,Toyota Certified
2595,2023 Kia Telluride SX-Prestige X-Line,50495,4.6,559,2680,"Orland Hills, IL",304,Good Deal,Kia Certified
2596,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2597,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2598,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
2599,2023 Volkswagen Atlas 3.6L SE w/Technology,34900,4.6,1092,6743,"Alexandria, VA",500,Fair Deal,Volkswagen Certified
2600,2021 Jeep Grand Cherokee L Limited,38799,4.7,2584,12858,"Lumberton, NJ",1196,Great Deal,Jeep Certified
2601,2023 Acura MDX A-Spec,50500,4.7,1842,7902,"Palatine, IL",193,Great Deal,Acura Certified
2602,2022 Bentley Flying Spur V8,219000,2.6,174,4847,"Palmyra, NJ",0,Good Deal,Bentley Certified
2603,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
2604,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2605,2023 Volvo XC90 Recharge Plug-In Hybrid T8 Core Bright Theme,52895,4.8,802,28260,"Chamblee, GA",1000,Fair Deal,Volvo Certified
2606,2020 Audi Q7 55 Premium,39993,4.9,1409,22826,"Vienna, VA",2001,Great Deal,Audi Certified
2607,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2608,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2609,2020 Cadillac XT6 Premium Luxury AWD,37896,4.9,221,27491,"Hodgkins, IL",241,Good Deal,Cadillac Certified
2610,2023 Audi A5 Sportback 45 S Line Premium Plus,45795,4.7,915,3229,"Natick, MA",400,Great Deal,Audi Certified
2611,2021 Toyota 4Runner Nightshade,40989,4.7,6499,44196,"Milwaukee, WI",390,Good Deal,Toyota Certified
2612,2020 Mercedes-Benz S-Class S 450 4MATIC,56981,4.5,5457,29005,"Englewood, NJ",224,Good Deal,Mercedes-Benz Certified
2613,2021 BMW M5 Base,78411,4.8,1418,31093,"Westlake Village, CA",1500,Good Deal,BMW Certified
2614,2018 Porsche 718 Cayman Base,59227,4.8,268,13358,"Indianapolis, IN",0,Good Deal,Porsche Certified
2615,2022 Chevrolet Tahoe Z71,65595,0,3,19067,"Harrisburg, PA",400,Good Deal,Chevrolet Certified
2616,2022 BMW X5 sDrive40i,46988,4.7,888,15315,"Palm Springs, CA",1000,Good Deal,BMW Certified
2617,2020 GMC Yukon XL SLT,45791,4.5,230,49154,"Everett, WA",0,Fair Deal,GMC Certified
2618,2023 Kia Sportage SX,31995,4.8,428,5333,"Carrollton, TX",0,Good Deal,Kia Certified
2619,2019 Porsche 911 Turbo S,210998,4.8,268,8440,"Indianapolis, IN",978,CPO Warrantied,Porsche Certified
2620,2022 BMW M235 Gran Coupe i xDrive,45989,4.7,602,13279,"Boulder, CO",380,Fair Deal,BMW Certified
2621,2023 BMW M440 Gran Coupe M440i Gran Coupe,61829,3.4,2731,3411,"Miami, FL",919,Fair Deal,BMW Certified
2622,2024 Porsche Cayenne S,115996,4.9,119,817,"North Bethesda, MD",1001,Great Deal,Porsche Certified
2623,2020 Mercedes-Benz GLE 450 Base,51795,4.2,343,35672,"Devon, PA",0,Great Deal,Mercedes-Benz Certified
2624,2022 Subaru Forester Touring,34980,4.8,128,22751,"Greenwood, IN",0,Good Deal,Subaru Certified
2625,2023 Acura MDX Advance,54991,4.8,239,8466,"Chamblee, GA",1900,Good Deal,Acura Certified
2626,2021 Genesis G70 2.0T,30977,0,2,931,"Fairfield, CT",3000,Good Deal,Genesis Certified
2627,2023 BMW X5 M50i,81800,0,15,5729,"Shelby Township, MI",3200,Good Deal,BMW Certified
2628,2022 Honda CR-V EX-L,26301,2.9,1668,44354,"Florence, KY",1971,Good Deal,Honda Certified
2629,2023 Toyota 4Runner Limited,51382,4.4,1683,4058,"Burnsville, MN",147,Fair Deal,Toyota Certified
2630,2022 BMW X5 xDrive40i,57885,5.0,4761,21518,"Flemington, NJ",0,Good Deal,BMW Certified
2631,2022 Porsche 911 Turbo,246450,4.9,652,8471,"Woodland Hills, CA",0,Great Deal,Porsche Certified
